Zip_Code,Mean,Median
94030,109814,81089
90023,41776,31565
94010,145814,300000
94010,149063,147523
94010,173210,202760
94401,119002,101475
94401,117673,119302
94402,172551,300000
94402,140367,127823
94403,156853,300000
94401,103941,300000
94404,113202,104824
90022,45637,42057
94404,129327,300000
94403,91368,300000
94002,84787,66378
94002,89187,61301
94070,85272,69384
94065,134970,123591
94062,104360,84689
94063,54534,43771
94063,87678,61240
94063,104802,88172
90201,52786,42383
94063,132557,300000
94027,119340,106472
94025,62949,43769
94606,68751,46163
94303,59653,300000
94025,192856,300000
94028,177665,209259
94019,134712,300000
94019,78671,62831
94025,154536,300000
90001,40237,29980
93160,66348,300000
93105,80178,66316
93101,121903,300000
93105,115234,121799
93108,135037,300000
93103,44027,34452
93101,71764,54957
93109,79615,44899
93109,117678,111361
93108,113738,300000
90270,42042,30807
93013,63928,54000
93440,95071,83543
93441,130078,107925
93455,94989,92652
93455,73477,68952
93455,81195,57913
93454,55073,39511
93454,70045,67595
93454,88692,300000
93458,40096,35901
90270,42338,28911
93458,68744,51579
93434,52410,42533
93438,38582,22628
93438,30519,28277
93438,92039,300000
93440,80360,300000
93117,113967,99361
93117,0,0
93117,42840,17111
93117,63961,300000
90201,62322,55317
93110,107792,95018
95112,72253,300000
95126,84116,56906
95125,103850,81036
95112,72535,38201
95116,130621,300000
95116,71290,63950
94301,70345,300000
95128,74328,54233
95128,64038,300000
90201,42923,35775
95125,136734,300000
94536,112384,99822
95125,137849,300000
95124,74990,74687
95124,126978,125418
95125,148637,140875
95124,142442,300000
95125,131098,300000
95125,150176,149847
95112,59829,40195
95122,57368,57248
90001,47296,33222
95111,98209,300000
95121,105715,300000
95111,42606,33637
95122,77628,64008
95148,81581,62402
95148,117840,115553
95135,181057,300000
95138,173619,198760
95127,0,0
95122,80886,55487
90280,45872,38053
95127,71954,54130
95116,59283,46721
95116,63234,37107
95127,56670,300000
95127,55904,48556
95127,85103,72933
95132,100000,96103
95132,108594,300000
95131,111494,91237
95132,95798,300000
90280,75343,66496
95132,111199,100239
95035,147356,153699
95035,118159,112600
95035,142007,164345
95035,96205,101321
94089,91316,90728
95131,134786,300000
95110,43145,33972
95051,116609,108998
95051,119040,300000
90262,37472,30182
95051,114296,105679
95050,92064,300000
95050,152953,300000
95051,139804,130198
95051,116053,81496
95117,113319,95226
95008,92339,71866
95008,116024,100770
95008,97865,300000
95130,82894,69407
90061,53712,45361
95032,126943,98841
95124,164270,300000
95032,125143,112169
95008,135000,300000
95070,176740,300000
95070,135287,131902
95070,168257,192079
95014,165140,300000
95014,164335,151829
95129,132002,142188
90221,52953,41871
95014,133736,300000
95051,148738,300000
94087,132427,113437
94087,159532,176090
94087,141008,300000
94086,123699,112812
94086,109712,105834
94063,116303,117574
94085,121744,115034
94086,115952,116088
90221,55550,41280
94043,100495,97043
94303,125548,97983
94043,78615,57893
94040,128530,300000
94024,153099,300000
94024,140784,300000
94022,184961,218449
94306,145505,149381
94306,150524,148970
94301,190876,217207
90220,68537,56316
94301,137126,128308
94304,121759,101168
95014,155656,142952
95120,164648,300000
95120,160296,300000
95138,127760,133781
95136,129336,300000
95123,139824,158396
95123,72826,54361
95123,87354,80627
90502,68687,58988
95119,108673,93198
95119,102760,300000
95123,113283,95155
95037,120341,108328
95037,109378,300000
95037,77263,52788
95020,78873,60530
95020,110368,101377
95020,45302,23417
95062,104406,300000
90745,84683,72421
95060,104762,88192
94538,90563,82732
95062,67543,63160
95060,76563,28760
95061,64395,33570
95076,74632,57047
95076,42397,31867
95019,29985,21145
95005,82936,70781
95667,75460,51547
95060,85656,51527
90650,73056,57492
95073,125335,300000
94607,58107,42966
95065,72255,300000
95062,99368,99076
95010,87396,65357
95073,108177,300000
95003,44017,43006
95003,65144,300000
95076,80941,46030
95061,0,0
96001,35414,32828
90242,49346,36506
96087,83754,70582
96003,50587,33666
96002,68310,50401
96002,32587,20783
96002,116981,99290
96003,38132,26547
96008,67511,51418
96007,57413,43467
96022,62102,64100
96022,57984,43397
90242,71303,62764
96059,51540,46363
96028,63828,40096
96064,51585,39354
96097,47362,43058
96094,53474,46863
96025,45774,42739
94591,116061,300000
94591,63839,46064
94591,89043,76935
94590,47824,40953
90650,66144,56320
94590,46176,41496
94590,45382,32131
94590,79215,78033
94589,76514,300000
94591,51591,42719
94510,62727,59107
94534,92882,81707
94534,113917,109060
94533,88645,82934
94533,73415,300000
90723,55387,48202
94533,49603,33414
94533,51163,300000
94565,115331,300000
94585,50616,41382
94535,85569,300000
95688,99878,300000
95687,86148,67849
95687,105744,110222
95687,133534,137621
95687,87421,72504
90723,53979,45518
95687,74768,70495
95688,114203,99888
95620,82020,300000
95620,66933,300000
94558,113087,88374
95476,93075,300000
95476,91066,300000
95442,115139,87533
94954,70238,64460
94954,124332,117768
90723,57635,48032
94954,120441,113790
94952,115202,300000
94952,69299,56091
94931,46420,30718
94928,71635,57947
94928,75160,300000
94928,98394,300000
94928,61054,38936
95407,28722,22157
95405,133826,132861
90703,113909,99084
95405,70436,300000
95405,49953,36544
95404,72707,68978
95404,72382,49766
95404,144449,147929
95409,96358,94728
95403,74903,51561
95401,36396,29644
95403,91833,74277
95401,53285,47421
90701,78454,65765
95401,75781,34867
95401,63484,49708
95407,40969,43854
95472,90036,300000
95472,74698,40710
95472,90744,84654
95462,51503,300000
95436,88066,64751
95492,90040,65017
95448,82993,74331
90706,86364,80255
95448,111008,300000
94538,93766,83058
95425,65845,48098
95480,87611,62342
95361,73534,60401
95361,43765,32817
95367,77287,61087
95367,116394,300000
95351,70989,300000
95350,61402,51925
95350,85138,82235
90805,70819,59017
95350,57044,54685
95355,91905,300000
95350,48375,36273
95355,93245,300000
95350,26950,14934
95350,58023,300000
95351,62982,300000
95351,48194,48473
95354,44315,29604
95357,47475,39029
90706,91204,80052
95358,49788,43868
95358,43659,30599
95307,42619,40052
95351,76139,70461
94606,42224,40206
95326,74779,56536
95307,55936,52526
95363,71923,53725
95360,51449,49268
95316,105985,104491
90807,86950,83734
95380,33853,14444
95381,65495,47886
95380,42315,30961
95382,47603,32381
95991,30583,26630
95991,40050,34240
95993,90253,300000
95993,71644,59274
95991,47544,37236
95993,45667,37477
90807,117116,116596
96022,63362,51796
96080,25582,17193
96080,53132,35030
96021,47144,300000
96091,46578,28082
95526,29755,23764
93647,46714,45936
93618,71310,50813
93618,40964,31319
93286,68572,68507
90810,55730,35586
93235,37270,31094
93291,37002,25640
93278,64216,41899
93292,46709,38204
93221,79757,65645
93292,55680,31593
93292,67881,52759
93277,100208,87021
93277,46614,300000
93279,49211,300000
90755,109229,98688
93274,63652,49331
93274,69731,44703
93247,68014,53005
93247,41173,300000
93274,15740,17911
93274,41832,35922
93267,79255,51332
93257,70708,56270
93257,35315,23481
93257,26421,15804
90815,110784,97684
93257,0,0
93219,37464,27873
93218,31274,27222
95379,79388,69408
95370,78258,65336
95379,67929,65830
95389,28666,300000
93023,59820,39221
93016,66371,46924
93060,61559,31303
90804,49570,37062
93023,77298,48688
93022,56043,38002
93004,69184,300000
93004,55040,38511
93003,59386,52636
93003,68567,57370
93003,86546,68431
93001,53899,45353
93001,92504,76182
93030,122773,300000
90802,38464,27408
93036,87308,73650
93030,87025,81656
93030,69601,51963
93033,66776,63336
93041,53374,50358
93033,44674,37243
93033,90598,75796
93036,46613,39937
93010,111631,98525
93012,69044,59958
90813,43929,31771
93010,96273,84601
94560,95368,87517
93033,82234,77203
91320,82367,61183
91320,119360,115449
91381,168396,300000
91362,120366,116686
91360,125884,300000
91362,53124,28700
91377,137752,139099
93065,113504,104198
90804,48920,40294
91362,92878,86750
93065,132748,300000
93021,69848,63550
93065,90951,300000
93065,110242,106906
93065,98134,300000
93063,95468,80529
93063,138930,300000
93065,126132,132576
93030,97505,87940
90803,108344,93881
95605,90256,300000
95691,33897,300000
95691,83571,300000
95831,119883,118802
95616,73944,62396
95616,62428,41372
95616,72040,61549
95616,57346,42983
95695,43392,31596
95695,54642,37914
90303,56636,33919
95695,97198,300000
95694,76882,47925
95627,83250,66708
95901,52172,21677
95961,41222,28227
95961,64519,300000
95903,32499,300000
95925,40214,28155
90302,46829,34832
90302,58822,47174
90301,44593,33877
90250,125590,121088
90249,69360,51233
90247,54659,42048
90260,59602,47795
94568,108024,103594
90245,103211,81135
90278,125436,118296
90254,132479,117114
90504,99027,87133
90503,82453,68757
90505,131340,124127
90717,72436,55506
90275,126772,113259
90046,87690,81273
90212,125383,112672
94566,101612,84514
90404,103358,94342
90405,97222,70708
90230,95022,81524
91361,114192,98696
90242,134233,125241
93535,50197,35625
93534,46742,31652
93536,88740,82203
93532,71766,58354
93551,74123,58826
94551,165012,300000
93534,38436,31998
93550,55418,46756
91387,110528,101706
91350,111567,104350
91351,92791,86748
91387,105855,89847
91355,116185,112080
91384,0,0
91321,94962,89739
91505,0,0
94550,88461,80464
90250,0,0
90745,0,0
93644,59450,48746
93637,69978,57774
93638,37720,29116
94947,75733,63399
94901,110460,96061
94960,137442,125998
94901,0,0
94965,45036,35537
94607,142904,300000
95311,63827,47871
95490,37611,31617
95482,56982,41293
95334,60023,52037
95301,110468,300000
95340,68517,54406
95344,38599,29915
93620,51677,32804
93546,69996,56941
93905,50202,43720
95642,60719,44666
93901,49400,39075
93906,54905,44381
93908,140358,125043
93930,75466,54217
93950,98219,80875
93940,69186,58110
93955,57541,51776
95076,76770,66243
94559,112069,95574
94558,110599,300000
95926,84979,73616
94589,98072,300000
94574,107845,98374
95945,71862,57035
95701,56919,43836
90631,85486,74462
92835,104897,98683
92833,53808,45492
92832,97693,77707
92870,114947,101340
92870,60778,47896
95928,90507,79537
92870,107024,96711
94611,85552,62784
92887,151647,300000
92869,132875,118478
92679,108073,91827
92630,108319,96357
92692,106084,102154
92688,126674,121714
92694,144747,134608
92624,86573,61683
92677,93538,76843
95954,50400,44136
92677,123835,119559
92629,99085,86530
92620,140768,130871
92604,84304,72835
92606,82752,70519
92660,94533,86169
92612,51177,36966
92656,93505,84575
92653,54365,38747
92626,138485,126848
95966,55558,39053
92626,100482,91372
92626,94773,76914
92704,113844,108086
92704,70104,68650
92780,48792,38148
92704,55339,45706
92706,93326,65138
92780,69522,59462
92780,98370,81347
92867,88643,73669
95948,70597,58009
92840,58174,48415
92806,110137,99910
92801,62761,51949
92804,69575,57873
92805,55789,40440
92804,70164,57304
92841,69357,57252
92840,56841,51091
92844,61371,46099
92703,60617,47073
95248,47840,34282
92646,131778,122088
92708,132214,123793
92647,99391,80712
92648,78897,67466
92647,98076,82561
90740,84264,300000
92683,61420,44306
92683,58967,40068
90720,123621,100486
90720,89659,80193
94561,66734,52572
90630,160663,170068
90620,54490,37128
96161,74334,59652
95746,127130,118455
95678,74195,59409
95747,55822,40419
95650,113534,111436
95648,58197,44236
95736,76672,64910
95678,105873,92421
94513,110205,101621
95648,71343,59391
92501,53514,49139
92506,113985,97826
92504,56038,44600
92509,64241,54161
92509,74567,70247
91761,98911,92519
92880,98036,89147
92505,79383,64506
92505,53558,45757
94509,56173,46364
92505,104024,92706
92882,112313,97855
92882,67277,60267
92883,80592,61730
92507,38649,26945
92557,48950,41903
92553,57930,48824
92553,55404,44733
92555,71609,60501
92584,89523,78490
94565,80480,68358
92570,69182,65489
92567,75568,71177
92530,51918,39068
92592,55413,41455
92592,110727,98833
92592,102921,94447
92563,70366,57978
92544,67585,55806
92545,35775,27581
92544,45564,27024
94565,67032,59347
92223,47670,37617
92223,54506,42019
92240,30480,24118
92262,64043,50410
92234,41303,33376
92234,69328,64419
92270,75123,49530
92253,61881,50767
92203,88072,69638
92201,34119,25468
94553,73607,66714
92236,39232,30693
94602,120513,112224
92530,50881,39824
92225,66939,48219
92551,46345,41454
92563,85545,67716
92264,93839,63513
92581,76493,62625
95818,73161,55543
95818,47491,32594
95820,63903,57572
94523,86662,71177
95820,46002,35002
95831,63288,52149
95824,32556,25426
95823,42462,27840
95814,18527,11624
95825,52142,40302
95608,63509,52550
95838,42219,31031
95834,58794,49619
95835,107764,300000
94521,95624,87928
95673,71446,58763
95842,56777,50638
95843,67156,57782
95608,97084,76849
95628,95178,79275
95610,71356,61456
95610,59953,51347
95662,86043,71171
95630,66640,54109
95630,131940,300000
94520,44442,38182
95670,65730,55292
95670,66104,58224
95827,68453,60323
95828,76453,64230
95624,99910,92324
95632,48025,38707
95758,78535,68774
95823,48226,40939
95023,95455,78838
95043,87929,72517
94598,144189,148636
91710,115561,105980
91763,71251,61555
91710,85308,72690
91701,104920,88699
91762,50931,39416
91764,58636,48890
91762,70023,63127
91761,47929,37768
91730,79506,68098
91701,110402,107732
94583,125026,300000
91730,60559,54158
92336,83067,69924
92337,87462,81234
92335,28763,19717
92376,72604,58031
92316,53865,40961
92316,62189,55341
92376,39004,33787
92411,42324,39139
92410,27217,17557
94583,124120,117904
92324,50393,39679
92313,53879,39796
92404,39041,32479
92373,68586,59199
92373,137908,125609
92399,56527,50693
92329,73142,69013
92308,45330,34647
92395,46275,31808
93534,45969,36739
94549,118775,108755
92345,54944,48801
92284,45030,31620
92227,38567,26829
92352,78441,64100
92339,75910,51968
91710,118677,111911
92110,129675,122822
92116,73675,67685
92116,132086,300000
92105,63805,52471
94563,157463,162529
92105,60453,50953
91945,66044,61514
92114,84095,76378
92139,81853,80468
92111,43746,31583
92104,104602,90059
92101,57902,33575
92110,0,0
92107,74029,67552
92109,69608,59719
94506,154342,154994
92109,117344,107080
92130,129852,123965
92122,100684,92999
92126,80420,67742
92093,70148,49307
92117,77234,63649
92123,75034,68493
92111,65679,62164
92124,125117,119434
92120,105737,91753
94525,89975,80487
92154,83519,75997
94606,56247,41818
91911,50713,42119
91932,52018,45532
91950,41114,32884
91950,65288,48787
91910,58441,46029
91911,75253,68997
91913,104448,102169
91913,122996,122194
92019,80543,72280
94547,118272,300000
91941,48822,43280
91941,65466,51171
91941,73591,61010
92019,102861,91859
92020,76875,64641
92021,44693,39647
92071,85602,72110
92040,96548,86773
92064,92569,67159
92129,87361,78604
94806,61919,55193
92131,141907,134877
92128,107978,94818
92075,123417,103515
92024,93060,75489
92054,77659,61806
92057,85435,64391
92057,69697,54483
92028,58507,43904
92082,73215,59408
92084,66739,55913
94804,60355,47201
92009,90044,80109
92009,123499,109251
92069,72945,61237
92026,86754,71623
92026,36741,31959
92029,89006,73632
92027,128688,115681
92590,69157,53583
92106,77637,58941
94133,103844,84786
94804,42194,29005
94108,55001,23950
94102,54281,34177
94123,122541,109363
94115,121371,101333
94102,93981,68665
94117,142513,128934
94114,104107,99341
94114,142589,137128
94110,121282,109675
94124,59118,41798
94530,118857,111900
94134,87493,72759
94112,88783,71545
94122,105049,91706
94112,126130,121459
94116,102538,83532
94122,89750,78219
94118,94357,82151
94132,64846,51997
94924,0,0
95203,34323,25594
95331,58992,53293
94606,47738,33483
95206,40554,30836
95213,42909,30573
95209,67064,61036
95210,52129,41102
95212,79050,60844
95240,80269,71121
95242,80093,65362
95237,89853,74649
95336,44828,39281
96150,98998,91574
95336,78020,74293
95377,108357,104119
95376,63617,51704
93447,68206,53562
93402,59734,42909
93405,83693,68920
93420,73806,55834
93422,88959,82648
94014,103089,78105
94015,93432,82730
95762,143603,141296
94080,107337,101942
94044,101572,91378
94066,103371,93380
94030,105316,85267
94402,161610,183182
94402,135618,122642
94401,101940,96542
94404,143074,137450
94070,117852,102639
94063,160890,171753
95667,65185,46527
94063,65901,51263
94027,180590,210671
94025,175945,210979
94019,120470,101465
93101,73453,57604
93101,57247,40519
93013,112760,111837
93454,108512,89192
93454,47383,33312
93458,62916,49642
95682,82758,66751
93438,58002,42971
94602,58202,48498
93117,100858,79478
93110,96671,85809
95126,134355,127527
95116,56359,42818
95128,109641,90448
95124,91100,86033
95118,94088,84336
95110,64255,43330
95111,90562,77932
93706,37069,26340
95122,74398,62286
95121,92999,72230
95127,56958,50012
95116,63903,57718
95133,81881,73944
95132,125410,121567
95131,121668,113538
95035,91931,82176
95002,87293,76559
95051,138724,132063
93706,35948,27515
95051,103461,101668
95051,118761,113023
95008,96796,79469
95008,104398,94338
95008,140802,138609
95014,163349,180909
95014,125409,114787
94087,108533,92057
94086,111612,105680
94043,104554,90269
93727,54588,36833
94040,106609,86465
94024,175216,201826
94303,154511,168907
94024,172474,197138
95120,158608,155532
95136,106315,93195
95119,118731,114854
95123,110360,100246
95037,73649,52048
95020,84892,66225
93728,45479,28834
95060,99343,77887
95076,57640,47536
95005,77476,64830
95065,92520,78867
95003,83513,75171
95061,0,0
96003,53556,42181
96001,76316,66105
96003,49342,41235
96007,55875,50287
93702,30892,22103
96134,49345,35299
96094,53028,43613
94591,56632,45464
94590,48495,46371
94589,83412,79065
94510,101635,86684
94533,77738,69800
94533,50885,38036
94533,67256,48440
95687,92466,86469
93727,52124,41274
95688,76950,69331
94558,113584,86811
94954,86512,82261
94952,75816,57552
94928,94818,83413
95452,72844,61240
95404,98603,84162
95403,80207,70882
95407,46072,46336
95446,61728,42655
93723,72288,64772
95448,71596,53898
95361,88379,68756
95355,69531,60332
95350,67430,50171
95355,45100,39093
95351,42592,31998
95354,34547,28071
95307,64801,51848
95307,78738,70510
95382,66068,51999
93723,62851,46164
95380,83470,60170
95991,75337,64572
95953,65852,50374
96080,52801,38764
95526,39383,31000
93670,40535,31976
93291,31485,15309
93292,67881,52759
93279,57273,40338
93247,45603,32284
93722,88527,75887
93272,39623,31194
93257,45785,38872
95370,45465,29731
93023,59820,39221
93060,84640,75871
93060,71362,67250
93003,56072,47317
93001,95376,76972
93036,98368,90562
93030,61743,49818
93710,43997,33020
93033,53308,41818
94601,51095,40160
93036,46613,39937
93021,164301,176908
91320,134219,121294
91381,111834,90796
91360,69625,50990
93065,131919,132505
93021,143268,300000
93065,135897,300000
93063,69033,58128
93704,40834,31665
93041,73367,59811
95691,93840,300000
95616,96931,74208
95695,58942,44024
95776,95498,85102
95961,35569,26455
94618,156951,145498
94609,83433,79518
94606,66287,53673
94609,69759,63510
93726,44736,34183
94608,35274,20114
94607,56132,47449
94607,57343,40613
94607,92219,70590
94612,86529,73963
94611,85180,69325
94618,169498,300000
94611,147429,300000
94602,87188,64835
94610,173677,195953
93720,108242,101853
94606,39304,29556
94610,63623,49534
94606,32640,25173
94601,94332,300000
94601,69218,51371
94602,51507,48308
94619,142270,144163
94619,47728,38406
94601,41068,40963
94601,101154,300000
93730,124974,110104
94619,94924,92207
94605,97430,90261
94606,27565,23356
94605,42561,34049
94606,35936,26301
94603,53079,43375
94621,45328,38771
94605,97577,101489
94603,66280,56182
94606,62631,47970
93612,40888,30074
94706,98633,300000
94707,163324,179224
94708,144168,139421
94703,133532,124108
94702,71614,46329
94709,56150,35427
94606,97339,70273
94703,68802,46498
94705,87835,71873
94703,91416,68265
93611,101056,92462
94608,61154,300000
94611,174958,300000
94501,120874,99268
94501,73300,25240
94501,126167,120675
94501,81068,68590
94502,99109,89473
94501,75047,67196
94583,120487,108014
94546,116915,104150
93654,75277,63411
94546,104118,300000
94546,56554,49065
94579,80223,44921
94603,83717,300000
94578,145285,300000
94579,47897,38800
94579,68735,56329
94579,87549,300000
94580,53424,43311
94580,57230,32045
93654,68649,51242
94540,94265,99875
94541,56184,43657
94580,82519,76025
94580,90146,74522
94540,122333,300000
94541,72085,300000
94541,85474,72360
94545,86101,300000
94544,51888,41239
94544,67315,48859
93242,50949,30941
94544,70339,77603
94545,80809,70573
94587,85430,79580
94587,101306,84183
94587,157794,300000
94536,97568,75730
94536,115165,109630
94538,143340,300000
94555,121410,113238
94536,92335,71314
93660,36488,29920
94538,109045,106869
94606,48065,33683
94538,80054,67431
94539,126224,110138
94538,114435,300000
94536,119414,117914
94538,99045,86251
94539,124963,120360
94539,145676,148249
94560,58205,41204
94560,103632,110061
95988,59532,40422
94568,106850,109743
94608,76368,60258
94588,151325,146243
94566,156154,300000
94566,97492,73807
94550,133945,300000
94568,102065,95398
94551,103373,87761
94551,148537,300000
94550,82775,300000
94551,76132,48224
95501,68706,64986
94550,114799,101575
95642,61245,42886
95642,89545,300000
95642,85968,84029
95926,64844,47152
95927,50847,32615
95926,90589,61872
95926,70514,52659
95926,50672,35241
95928,102455,92685
95519,55130,47705
95928,62464,300000
95965,39079,25441
95973,125693,300000
95954,48158,45071
95969,80503,59063
95969,63081,61498
95965,68597,62289
95916,52817,37075
95966,58728,43833
95965,27794,13163
95560,50177,39231
95966,29168,20732
95968,44454,38540
95948,68551,300000
95965,42456,300000
95252,93225,89426
95248,46631,43335
95224,124426,300000
95987,110458,300000
95970,64022,43535
94561,90127,83074
92227,74920,56470
94513,118818,121098
94513,96391,300000
94514,86367,72794
94509,69607,65246
94509,60644,44562
94509,23818,13277
94509,64756,56727
94565,51605,44557
94565,90165,88790
94565,67842,59609
92243,36821,23296
94565,41914,22172
94553,71771,55624
94553,62040,51207
94553,133354,300000
94523,77843,18353
94523,73662,65080
94523,118335,300000
94520,81159,79671
94519,68231,300000
94519,55550,300000
92231,41152,33241
94521,89292,300000
94521,145708,149393
94520,59001,45974
94520,33876,29516
94518,173040,300000
94519,91817,300000
94597,128326,126675
94597,65313,47319
94597,136795,138468
94598,118500,103397
92384,48274,32042
94583,95013,65597
94583,124781,115876
94526,165658,300000
94526,93531,300000
94526,145390,115046
94549,176992,300000
94556,171929,189167
94549,176685,300000
94563,156650,300000
94563,182528,300000
93308,82960,77522
94509,88677,300000
94506,158484,300000
94521,150644,147754
94517,103133,108281
94563,106534,300000
94572,63297,51667
94547,84890,300000
94547,120928,300000
94530,76130,62687
94806,54574,33702
93306,72991,58386
94806,55279,52962
94621,55997,38106
94806,59495,37698
94806,36824,28148
94805,84713,79206
94804,63620,300000
94804,54170,300000
94801,93809,78600
94804,71147,56532
94530,101488,83631
94804,61459,60522
93305,30390,23044
94530,67608,50593
80302,149502,300000
80547,98874,300000
81657,86272,68860
81090,47555,34309
80021,85644,74974
81632,0,0
80440,49817,42948
80005,83127,69340
80455,129356,300000
80805,43753,40224
81022,33480,23969
81212,60240,300000
81623,74969,62160
81125,10946,6808
81130,44307,31143
81019,67766,54286
81223,37500,300000
80127,94774,87020
81323,50063,34138
80759,57309,37453
80444,58245,40442
80504,91927,83544
80701,53923,44997
81632,0,0
80921,113743,105184
80634,60804,48659
81057,47822,45067
80222,117162,109574
80454,69800,300000
80537,114030,300000
80825,47895,42616
80226,70376,56870
81321,63030,300000
80701,43052,35203
81645,128472,300000
80122,90612,73931
80701,98156,300000
80503,115029,106980
80467,50507,39941
80744,40647,25713
80459,50812,300000
81230,66372,54351
80742,56190,300000
81226,43093,36749
81201,55052,40649
80834,36255,24551
80498,89735,61792
80487,75766,55645
80102,76902,61436
81101,52195,42389
81501,43707,30506
81504,53352,44533
81504,99328,300000
81625,54842,40089
81424,54152,42564
80653,78180,73024
81067,56690,43850
80820,53579,37069
81047,48662,40047
81001,19788,300000
80123,97544,78297
81004,44017,35858
81005,43840,36897
81007,62241,59814
81006,65925,59272
81132,35858,27290
81149,44309,32893
80443,76103,64867
80720,54593,46232
80631,47427,43287
80634,49110,37020
80124,152515,147258
80634,90188,300000
80651,73924,60156
80516,114046,104075
80504,93794,84591
80550,82038,70375
80010,36004,23387
80010,40635,39401
80011,48432,39207
80102,95902,83094
80233,40161,30972
80113,46845,37318
80233,90069,85212
80241,122174,300000
80233,70218,60416
80602,106517,98186
80241,103670,101786
80605,89675,300000
80601,51962,44974
80022,54084,51502
80022,58394,48745
80229,86664,300000
80120,72508,64027
80229,54398,48917
80229,72584,300000
80221,57126,61590
80260,57419,57049
80031,40906,39519
80234,49409,40829
80030,69880,66529
80030,94217,82444
80229,54815,53030
80030,49056,41995
80111,75889,67966
80229,43082,37308
81146,46783,35802
81101,32091,7732
80236,48856,47816
80121,65596,52192
80123,137009,128641
80122,68339,300000
80122,103932,82146
80120,93956,86924
80113,93141,83781
80018,94557,85592
80110,61849,46429
80113,56748,44841
80120,62895,65458
80110,167533,200736
80112,135146,300000
80111,120637,300000
80111,61549,54707
80111,132419,300000
80018,96793,88366
80010,23255,21220
80011,44714,29988
80010,54967,300000
80011,71252,59925
80222,111064,300000
80014,77044,59707
80012,51612,42668
80011,48191,39055
80012,51217,40529
80013,69642,300000
80011,25866,21125
80017,55478,46198
80012,65948,54810
80017,57261,56610
80013,71344,61934
80013,125734,300000
80013,39526,34703
80015,70671,59515
80015,49650,53753
80015,60794,48502
80116,132922,117803
80015,101384,93366
80015,125351,113845
80014,47128,36913
80015,98147,92553
80016,83118,73564
80231,60245,48594
80236,137894,107245
81147,69136,43026
81054,38049,24243
80304,119826,300000
80302,65132,40649
80303,74534,57456
80303,80108,58877
80233,76073,67646
80013,78940,71894
80305,86093,63905
80303,17298,17398
80301,143358,300000
80301,164592,192903
80516,132777,300000
80027,97424,300000
80501,89326,73955
80503,107202,85783
80501,87736,72028
80501,54309,47566
80013,70492,54415
80504,69954,51617
80501,71558,66565
80540,111546,96888
80466,104254,88295
80027,112812,96486
80027,164114,171269
80020,91972,300000
80020,97064,95117
80020,117580,300000
80020,131015,300000
80013,63112,49154
81201,53897,42375
81211,53587,49603
80444,73194,55029
81152,33165,24693
81428,62123,43979
81428,46813,38890
81413,47248,37122
80205,56376,55451
80212,73822,300000
80211,84756,300000
80015,110439,103757
80214,103888,91839
80204,61961,55404
80219,49044,39939
80204,29597,14176
80211,22757,12910
80223,74861,60952
80223,61859,57659
80205,69935,50912
80204,27225,12398
80205,73286,57115
80016,103268,300000
80218,37060,32114
80218,53098,32559
80203,60959,44224
80210,102762,99696
80210,31732,15039
80218,89142,75216
80206,101056,300000
80216,44560,43411
80205,50001,40473
80206,86404,59013
81147,59802,46207
80210,112230,91940
80237,100000,75474
80207,59447,44424
80207,84076,53611
80220,79993,53367
80206,40732,39814
80220,99153,63976
80220,55517,40607
80232,51950,45429
80219,24644,18333
80304,90646,73693
80219,48842,37034
80236,80633,67423
80222,75292,300000
80222,57845,35829
80237,97262,60632
80231,92688,73772
80231,35512,30300
80236,63067,48811
80231,34129,28217
80239,50564,42905
80305,82034,72487
80239,69751,62358
80227,102153,300000
80123,87994,66700
80212,88646,65167
80219,84101,81006
80016,118737,300000
80138,58810,300000
80138,123966,119541
80134,134490,123851
80134,114087,300000
80303,101981,77385
80126,130682,126429
80130,110561,300000
80124,73149,61534
80124,135145,122454
80126,104332,107227
80126,148740,139899
80124,83755,74510
80125,104201,300000
80109,115707,108418
80104,96326,82953
80027,127342,116750
80104,96293,92120
81621,98517,79677
81620,104590,101383
81657,79987,65493
80107,87982,81199
80909,72051,67343
80907,57896,44731
80909,77998,69315
80907,73284,56392
80904,42737,26775
80601,86645,76013
80501,97307,84076
80903,36222,23601
80909,47607,29065
80903,30682,21726
80906,57270,43545
80906,31144,29458
80906,138931,300000
80906,112298,95492
80133,105159,300000
80919,123691,300000
80840,77242,69810
80504,46474,36904
80920,87183,300000
80911,46144,36976
80902,69749,300000
80911,62486,300000
80817,68145,57450
80864,64641,50244
80918,84436,87067
80918,82347,70229
80915,60589,49769
80922,90146,300000
80026,57170,44890
80915,62011,300000
80910,46711,29483
80917,77760,74343
80917,65555,65895
80909,83341,71242
80916,52385,45810
80916,71654,60377
80920,106967,103805
80920,122183,121619
80132,137560,300000
80020,81862,80267
80908,87497,84238
80907,51471,33778
81212,42156,36792
81212,47619,300000
81212,44443,33959
80483,101933,300000
81623,85709,300000
81647,82743,75506
81524,77181,76289
80446,75751,78168
80020,0,0
81230,64843,55446
81224,64533,48387
81089,33439,30262
80403,66188,51113
80021,91938,300000
80003,57036,49434
80005,63363,50618
80004,112562,105812
80403,127287,123187
80439,71634,56739
80444,68893,53773
80401,138093,120117
80401,57752,36223
80005,104794,300000
80004,79511,61316
80003,55137,42638
80004,76016,68242
80004,55222,44674
80033,58005,48988
80033,52547,39843
80033,51410,43196
