Zip_Code,Mean,Median
10021,134065,111279
10019,92844,69242
10019,138381,135115
10021,134000,300000
11204,66970,51028
10021,123837,300000
10019,91179,65516
10021,129814,115004
10028,84766,300000
10019,96825,95996
10028,133076,87250
10128,134964,129437
10028,161104,173131
10028,148569,126310
10023,148419,160021
11214,62712,45784
10022,19366,17622
10023,132127,115084
10128,83504,91513
10023,135355,117966
10024,127309,300000
10128,119982,109311
10128,172032,198814
10027,119448,128764
10024,110510,107159
10027,142053,140944
11206,22877,14296
10024,160871,300000
10024,141320,128719
10024,95369,70954
10029,83640,58119
10029,88217,47120
10025,108996,300000
10455,27011,17912
10029,36845,28933
10029,28636,22936
10029,58643,53287
10025,95771,46896
11233,76469,53324
10026,34112,25997
10035,48344,25408
10026,82679,60981
10035,33676,21536
10035,40126,42776
10035,51209,14462
10025,80352,61453
10027,0,0
10037,77969,59902
10027,76681,54599
11238,76429,65566
10037,65602,61680
10026,67303,300000
10027,37351,21449
10030,85783,67666
10027,45449,24132
10030,57616,39893
10031,0,0
10030,54388,53165
10031,57107,47360
10039,33929,33393
11216,65876,52707
11106,0,0
10032,56061,17598
10039,0,0
10032,44185,34150
10032,30117,26665
10033,61606,56347
10033,58655,23374
10033,84165,66849
10033,36864,32556
10040,96225,76494
11203,48965,39482
10033,70965,61615
10040,51653,43174
10034,61939,49572
10034,64322,52455
10034,82094,70546
10282,0,0
14305,56096,45854
14305,50074,46191
14305,25989,300000
14303,26365,24106
11213,46910,33732
14303,41933,34926
14304,64143,53267
14304,67497,300000
14120,63109,64987
14120,96660,87251
14120,59269,55415
14094,89410,78885
14094,47690,47787
14094,71788,48893
14067,52285,300000
11235,51038,32521
14108,52121,43042
14094,90073,300000
14092,63788,54419
14120,56752,44196
13501,58805,50954
13502,24762,19785
12208,46221,27906
13501,55462,38959
13502,25726,17010
13502,70155,63852
13440,41888,34454
11233,42987,39381
13440,54613,42722
13440,69656,60428
13492,53789,51138
13492,107032,300000
13438,64492,51460
13440,61515,58356
13478,62987,56105
13413,107056,80588
13413,48172,300000
13456,81387,68552
11221,59776,45627
13403,84290,300000
13501,27026,13469
13502,0,0
13208,54800,39780
13203,72587,68818
13208,49083,30285
13206,62029,46917
13204,34034,18270
13204,19535,13283
13206,39153,29414
11206,56550,46617
13202,20511,7830
13224,74101,79401
13207,96237,300000
13205,42596,31550
13205,30400,26538
13205,33127,32139
13029,67360,58783
13039,54976,49414
13212,63251,300000
13090,85089,74037
11221,44742,31083
13090,43929,38046
13090,85004,79379
13090,70681,59903
13027,83876,59879
13027,64018,300000
13060,74423,54482
10473,30777,22136
13031,72161,53257
13209,73693,300000
13219,81278,300000
13088,92225,82141
11207,51774,37874
13088,47696,35172
13208,55404,46258
13221,62452,53899
13214,98091,300000
13066,93116,300000
13057,88478,79383
13104,104604,300000
13031,94114,77590
13215,125553,300000
13152,76730,72561
11223,51744,33741
13063,82923,72816
14548,78562,74390
14548,59454,54901
14469,66570,61636
14424,75711,64586
14424,62756,41989
14456,61897,44839
14456,22196,17992
14471,75016,66854
12550,77964,58047
11204,66101,52473
12550,47789,43116
10940,91576,77724
10940,40666,26109
12771,36992,19139
12550,101197,91274
12550,118622,113815
12586,114145,300000
12549,75155,66033
10919,104839,300000
10940,91424,108313
11204,56537,40638
10963,71855,300000
12729,47972,33578
10973,102148,94075
10924,118828,123088
12553,74619,51885
12553,83321,74055
12518,139524,135978
10992,132337,300000
10928,113324,105073
10950,106457,300000
11204,75657,53750
10950,137850,300000
10950,116140,300000
10990,114013,300000
10990,0,0
10950,42356,25158
10940,73966,62992
12553,123503,108943
14411,73450,66796
14470,43496,32865
14476,55926,48183
11204,79512,56293
13142,52878,39324
13044,66752,55167
13069,61522,52791
13069,93752,80287
13069,35720,31021
13126,92461,81798
13126,53063,38636
13126,56577,43712
13326,90147,300000
13335,57638,52866
11211,79546,71659
12155,54367,53371
13820,46417,300000
13820,45000,38242
6812,99464,88675
10512,89782,300000
10516,115013,300000
10579,114228,86509
10541,101853,88316
10512,124123,300000
10509,113101,108763
11206,45739,30483
11208,79616,63779
11109,122806,97705
11421,101625,93891
11418,85882,71093
11418,76854,65956
11416,68447,50644
11417,67169,58417
11106,82567,67214
11106,83587,300000
11417,69062,65744
11206,79142,69903
11102,97214,81067
11102,63060,47340
11105,76510,65991
11106,70882,58461
11106,58799,300000
11417,63343,300000
11419,57883,41819
11105,82034,69450
11419,79898,63301
11417,75124,52410
11203,52889,46183
11105,102482,93200
11105,61213,48610
11418,76926,70644
11418,75955,65008
11418,77203,61434
11418,70361,50538
10474,38878,25806
11419,79716,71716
11103,94237,82248
11106,52890,43051
11420,65281,45629
11211,103963,88760
11420,67631,45357
11101,54324,40506
11436,59706,58257
11104,85252,67771
11101,69822,66070
11435,72798,66568
11104,68090,49099
11415,92545,82191
11435,65647,48476
11377,57789,300000
11230,68111,48180
11377,93408,300000
11377,71269,58311
11377,57782,50208
11377,77956,64284
11377,41460,36279
11372,63195,46396
11373,49588,28666
11372,44442,36039
11372,52589,41860
11372,62777,45984
11211,32462,16493
11434,84894,77485
11434,67454,300000
11377,69463,48090
11377,68282,52557
11377,53250,56333
11434,84503,300000
11369,87927,300000
11434,64398,300000
11369,88711,300000
11369,69778,300000
11211,121513,112231
11369,66624,56220
11368,78233,72674
11368,62724,49209
11368,0,0
11368,53196,51715
11368,58239,52904
11368,62513,50792
11433,58304,47327
11368,54237,43019
11433,76405,300000
11229,79269,62005
11433,36046,36258
11432,63957,49395
11373,64260,57826
11433,65107,300000
11373,56241,49600
11423,57387,49579
11373,64017,44886
11423,71776,53499
11427,74945,56033
11377,87823,68286
11229,54447,35920
11373,75086,57819
11423,99170,300000
11423,97094,300000
11378,60728,49897
11378,72099,61351
11411,101673,97306
11385,69096,64342
11385,61659,45276
11385,67174,52153
11428,65825,58346
11235,73825,53976
11385,63297,61484
11385,100838,89759
11385,63139,50123
11428,92728,71896
11385,44438,29337
11385,63419,52929
11411,77698,69552
11411,98638,89008
11422,114286,105413
11379,64811,57353
11235,56265,45124
11413,104756,98350
11422,111994,300000
11422,126553,300000
11374,89526,80384
11422,78645,61910
11379,84784,74901
11422,104452,300000
11379,82108,70641
11413,119799,300000
11413,93066,88771
11229,85369,70376
11374,76092,300000
11375,114225,103910
11374,39146,21908
11374,79457,72419
11374,66211,46742
11375,85390,73635
11375,95004,77471
11375,138416,146608
11415,94918,86480
11367,68928,60024
11234,93935,80921
11367,68518,56487
11436,73188,59317
11355,46186,37583
11367,102479,71966
11355,64498,63587
11420,97785,300000
10459,36077,24844
11367,42817,31719
11355,35363,30341
11355,36880,29576
11367,44764,36635
11234,94273,81473
11354,60071,57563
11414,95806,300000
11235,97813,300000
11694,142136,136251
11356,0,0
11694,73132,59729
11356,83765,65904
11693,48434,46062
11692,92514,74331
11691,22362,16170
11234,141250,300000
11357,83743,76246
11691,0,0
11360,84057,300000
11691,0,0
11691,61725,44874
11691,34331,18895
11691,59352,45558
11357,73852,300000
11357,95405,86161
11361,0,0
11210,94826,87173
11361,0,0
11361,115370,97802
11355,86102,300000
11355,51687,30821
11358,85402,74232
11358,71154,46584
11358,79822,76386
11365,68135,300000
11367,28278,13764
11432,107566,91662
11210,101699,91303
11364,115199,300000
11364,156008,300000
11365,100189,99241
11361,120337,300000
11361,73025,49473
11365,117130,74559
11361,100518,300000
11358,84531,300000
11363,78322,56005
11362,91200,77169
11210,60471,49453
11362,83217,300000
11004,89541,82139
11004,118132,300000
11004,89241,300000
11427,81865,75921
12182,35662,31159
12180,33433,23946
12180,49068,31133
12180,58336,43350
12180,68701,57729
11226,65163,45431
12090,62271,61843
12154,89229,69735
12180,120074,110576
12140,90983,300000
12196,83499,62720
12144,66459,49702
12123,104433,104673
10301,0,0
10301,46767,44777
10301,67470,41336
11203,56017,47326
10301,46233,36879
10304,52880,50258
10301,73906,62917
10301,115942,113390
10301,42588,30123
10304,76903,62904
10310,55419,38803
10304,62244,58560
10306,96321,86687
10306,0,0
11210,72681,61343
10306,105670,105409
10306,129234,300000
10308,95489,300000
10308,101343,97197
10308,0,0
10312,115081,119846
10312,84076,73694
10312,89380,75043
10312,72056,44463
10314,116577,108326
11203,58926,53325
10314,70644,58462
10314,99387,90215
10309,77713,68801
10302,89992,74564
10309,120792,107766
10307,97304,91815
10307,103896,300000
10314,58784,50434
10314,114571,300000
10314,117328,300000
11203,46661,40744
10303,59998,300000
10980,130934,300000
10984,112235,113806
10923,104722,88988
10927,61183,47310
10956,146495,146275
10456,22873,17622
10920,117335,93469
10960,111432,300000
10954,56338,34526
10956,133815,300000
11212,47665,38818
10901,126135,115602
10977,89523,87721
10901,144217,300000
10901,87314,79472
10977,67977,59905
10977,43151,29771
10977,53045,48182
10952,109329,99456
10965,102871,89553
10913,142796,300000
11212,47644,40263
10960,113495,99878
10968,108479,104362
13662,30685,19372
13660,60344,45101
13676,85560,300000
13676,69942,60394
13669,0,0
13669,45752,40234
13617,64469,62895
13625,55909,40913
11203,78057,64832
13642,44445,36086
13642,38736,25291
12803,93161,300000
12846,58545,53145
12833,71548,65751
12871,104503,101824
12866,120515,300000
12866,22770,20678
12866,0,0
12019,85069,300000
11236,88634,82095
12020,60635,300000
12170,81341,300000
12065,82765,300000
12019,108408,300000
12065,99343,88199
12148,99616,300000
12308,41321,20175
12308,53047,44144
12308,24188,16644
12306,56424,44591
11236,80404,73938
12303,58982,60670
12304,66630,300000
12309,135407,300000
12302,50436,42554
12302,69663,67407
12302,85630,300000
12306,56203,47448
12303,99252,97321
12053,97156,300000
12308,103262,300000
11236,71975,59090
12043,76631,300000
12043,51136,39733
12122,65749,60468
14891,56142,46651
14865,57284,39504
13148,74540,64758
13165,66813,64638
13165,61030,50954
14521,63359,57086
14826,51476,40295
11207,52408,38742
14843,46797,34503
14843,32318,27732
14810,41741,35336
14830,59442,48077
14823,54956,300000
14801,59306,46156
14830,40263,29120
14830,88291,65886
11724,156563,300000
11743,123969,117282
11207,43424,30438
11768,116692,108631
11768,142512,163834
11746,103009,109005
11746,107932,104353
11746,150179,300000
11743,136121,145461
11731,105887,300000
11725,106438,89497
11747,119343,105029
11746,150299,166115
11207,59182,44329
11746,120168,300000
11747,131140,300000
11729,103694,96658
11703,85437,300000
11729,93752,300000
11706,84098,55531
11704,106164,300000
11703,101075,300000
11701,52294,46957
11757,75627,57317
11208,53188,44534
11701,145906,300000
11726,84707,300000
11757,116170,300000
11757,72963,300000
11704,75541,72960
11704,108597,300000
10460,27089,14119
11754,110640,300000
11788,134686,133221
11754,117334,107879
11733,116266,112901
11208,51419,41513
11725,143537,140278
11725,105409,96080
11787,135045,300000
11767,115920,115786
11717,79875,72949
11722,89698,300000
11749,108293,99516
11706,89531,74954
11717,82421,76857
11751,127171,300000
11205,39652,27995
11722,68444,54975
11722,70014,42703
11752,88923,80867
11716,112217,300000
11741,110617,105372
11706,86182,79944
11795,108581,300000
11706,103236,90457
11770,109792,300000
11751,106748,300000
13325,58152,48037
11730,72278,52764
11769,126385,300000
11796,140202,136578
11705,68188,46006
11733,178886,300000
11733,0,0
11733,150106,300000
11755,121167,117847
11720,121894,300000
11766,154709,141212
14510,45123,38401
11764,139944,142919
11953,94210,76962
11778,118205,300000
11727,100813,96378
11786,140928,145848
11778,89138,93027
11779,84286,53193
11742,105422,98954
11738,124185,115702
11741,109037,100243
13032,57531,49208
11779,86387,85285
11953,71446,53029
11763,126496,300000
11715,90711,82896
11772,78072,300000
11772,74395,300000
11772,99398,108481
11763,127817,300000
11719,109603,85668
11940,83554,68340
13346,62338,48042
11949,100244,300000
11967,90197,300000
11951,54046,42026
11934,97272,300000
11792,127693,137303
11901,76430,60476
11952,98059,94138
11944,100363,78079
6390,88039,300000
11901,107071,300000
14613,47070,37118
11960,98036,300000
11959,83855,69485
11932,125437,117305
11968,77041,64253
11963,124561,117763
11937,127841,135058
11930,117900,101123
11717,90687,75948
12758,73409,300000
12754,61443,52198
14620,48479,37198
12733,42499,300000
12733,61926,300000
12790,52324,42564
12701,113610,110638
12701,53873,44969
12732,61393,45537
13743,49285,38674
13732,82280,71192
13845,58279,52715
14892,67461,59963
14617,34094,20768
14850,24571,11959
14850,95433,63358
14850,43681,21900
14850,54968,21099
14850,71794,63855
13053,71615,54897
14882,88114,300000
12477,70941,60100
12401,81857,68554
12412,72089,64065
14609,30287,22736
12449,60345,50743
12401,54140,300000
12401,33625,25460
12401,66175,54106
12528,76191,300000
12404,86425,54763
10456,32203,20830
12561,60917,43753
12528,77283,300000
12568,69664,54047
12566,103493,300000
14608,31795,23938
12428,77336,50696
12464,56390,36658
12801,52094,45357
12804,82922,67715
12846,56240,44168
12853,51229,47175
12814,77174,300000
12827,58936,52739
12849,54007,45099
12828,48515,44004
14610,105098,85767
12816,64363,54486
14520,47001,27660
14589,82880,70827
14522,29268,15238
14489,70430,57201
14513,33952,24411
14590,48162,42717
10705,51963,28023
10705,79272,67156
10701,97711,80933
14611,38216,28420
10703,51752,32877
10703,66904,300000
10701,26689,16285
10705,143414,300000
10704,98907,300000
10704,80800,73671
10704,105596,300000
10701,58614,55517
10710,80606,65355
10583,122517,124230
14608,31907,32454
10710,53292,300000
10708,67616,60783
10704,108271,111832
10550,65436,50932
10553,48547,42854
10550,67622,52274
10552,39920,36074
10552,85352,60705
10708,209392,300000
10583,121853,100378
14621,41897,36027
10707,167238,196856
10803,190909,212250
10805,60062,43865
10801,95189,76469
10801,64708,49547
10801,157337,168021
10804,150034,300000
10543,80146,71150
10538,128665,300000
10543,102187,72032
14580,102319,94633
10580,176084,197818
10573,61729,42633
10573,50143,35129
10573,160145,300000
10528,113607,101808
10604,93490,300000
10603,79263,73024
10607,100315,96999
10605,139989,300000
10605,131454,122175
14450,100985,98744
10583,175387,300000
10583,174028,208066
10706,96713,68641
10502,134649,300000
10583,155243,140178
10607,130505,300000
10523,147176,300000
10533,137888,125244
10591,106201,300000
10591,140967,300000
14618,113938,92558
10570,118072,108164
10603,141318,156072
10576,161993,300000
10590,130736,300000
10507,109816,84279
10514,146870,141413
10562,167126,300000
10562,74622,300000
10562,148465,300000
10511,104547,300000
14618,105121,95781
10566,29943,19152
10511,70071,300000
10566,106661,103458
10588,119859,300000
10598,162230,148397
10598,137897,139005
10598,151598,144356
10507,0,0
14167,71483,50746
14569,54953,45452
14586,66907,63018
14530,55161,57420
14009,57819,300000
14837,58968,51024
14527,78604,68498
10456,32995,26175
14616,56547,51462
14615,63205,51292
14624,80599,66172
14559,76176,62079
14420,52472,43960
12010,56328,52452
12010,66760,53855
11050,94508,79387
11548,132572,113521
11040,133678,122032
10462,60581,50224
11501,108821,100874
11590,66983,51565
11003,111854,93898
11552,97310,86195
11550,65213,43744
11530,115824,104044
11554,95704,63669
11756,109475,106227
11580,114916,102844
11581,120292,108528
10452,36558,29544
11563,112157,94298
11550,167955,192769
11510,114993,106400
11520,68530,48261
11710,102833,101718
11793,130719,118206
11561,79723,65019
11579,71689,57414
11709,120921,103254
11753,116105,109612
10452,27062,17550
11801,108940,94885
11714,101047,300000
11758,114326,100957
11762,123099,300000
11050,0,0
10004,127951,119255
12202,43792,27273
10038,140637,135377
10009,81840,64474
10002,71001,43966
10013,144960,145427
10462,56102,43566
10003,151406,152561
10014,116566,87816
10011,133049,126377
11109,141016,145764
10036,130453,132578
10021,131608,121985
10065,145059,157495
10036,144183,150751
10019,90737,66280
10023,155052,171735
10462,49984,41307
10128,106946,83913
10128,179011,206953
10024,117287,101852
10025,97464,76085
10025,58343,28763
10035,81404,64053
10027,38265,31540
10027,32743,19793
10030,59090,34280
10031,52643,36252
10453,36098,24947
10032,55886,40073
10033,57553,38710
10040,62701,47446
10282,167241,187841
14305,21905,13780
14304,62840,55741
14120,49612,38434
14094,43371,33903
14108,61197,50168
14131,74855,64189
10462,59479,50968
13502,25591,19430
13502,33278,23097
13440,83388,66488
13492,85278,300000
13440,65533,60533
13413,74613,57045
13403,82929,76461
13208,47136,35237
13208,42185,27380
13204,47639,32541
10468,47247,36911
13204,38970,27315
13207,34949,24402
13210,55547,41066
13212,84938,73124
13090,45781,39602
13027,97456,90667
13031,67776,57039
13088,74218,62477
13214,72693,62630
13057,85471,73716
10463,38002,24253
13108,82992,69515
14564,98057,79274
14424,71887,56026
14456,63800,48811
12550,46070,29874
12550,94941,81138
10919,99826,88008
12771,99423,85843
12553,68147,58232
10928,113324,105073
10461,63802,47243
10921,102131,91243
10950,40304,21355
14470,57428,42226
13044,64105,51031
13069,64052,49576
13126,67227,55102
12197,59232,50887
13849,58733,51420
10541,116744,103143
11101,132964,130468
10469,89554,69658
11421,73364,59656
11416,69714,69935
11101,29818,17490
11106,64205,56122
11102,82967,71272
11417,92331,76724
11420,78308,52988
11105,70254,61163
11105,95519,89340
11415,80470,64480
10458,51362,45215
11103,73883,61973
11106,57317,47121
11420,64372,47931
11436,70675,63140
11435,85428,74767
11435,74973,60217
11377,56384,47977
11377,64955,52361
11377,64391,45463
11372,48576,39541
10469,54483,37368
11372,67081,58739
11377,70534,55997
11369,71948,55123
11369,56067,45843
11368,68906,56829
11412,85511,300000
12180,47180,35644
11368,61151,48518
11368,52427,38319
11432,58402,39814
11373,57446,42373
10460,31210,21000
11373,61446,51673
11373,69586,53683
11423,86576,300000
11377,66533,55773
11412,70293,61162
11428,66334,47931
11385,56038,46151
11428,77353,69393
11385,59264,48281
11378,74687,55745
10467,34549,25840
11379,81408,300000
11413,0,0
11385,94092,86871
11422,83555,65294
11373,86417,76377
11413,85340,81796
11375,82709,72459
11375,91369,70604
11415,96828,87809
11436,67291,56639
10457,30860,19175
11420,72287,61784
11355,56369,43505
11354,57362,43640
11356,72055,54073
11692,76035,59546
11357,84319,75548
11691,58208,41431
11693,0,0
11358,112786,107329
11358,78869,63772
10455,40740,25987
11355,75435,58790
11366,74228,54781
11365,100189,99241
11365,106962,103165
11361,86500,70457
11426,71496,52667
12182,44359,32237
12180,80467,68349
12180,91088,71801
12196,83499,62720
10466,52555,36703
12125,72573,62655
10305,97842,91021
10301,108655,102127
10310,84613,73223
10306,94922,72151
10308,93503,84453
10312,96728,93812
10312,119088,102825
10302,55398,36885
10307,95015,81180
10470,66350,52788
10314,90304,84254
10308,0,0
10927,56384,45897
10960,96421,83495
10956,104861,94519
10901,80729,63182
12203,81094,70413
10977,57151,41187
10913,98589,72296
13660,63519,51882
13669,49624,31788
10466,76922,54862
13642,55386,44682
12134,62493,51715
12866,88525,71891
12020,96744,82346
12188,98166,83811
12019,112609,106210
12304,46669,42209
12304,63352,55170
12302,76437,72649
12306,60419,53777
10466,66871,63561
12043,63992,52919
13148,62420,51719
14873,60811,48562
14810,44646,39265
16920,49078,40626
11743,175691,201533
11768,125270,107455
11746,128114,300000
11731,124628,108389
11747,133597,119785
10475,58075,41374
11729,112430,101700
11746,109918,91761
11701,81294,79864
11757,81541,67468
11702,113996,103774
11754,118355,108444
11788,132605,300000
11717,73711,63495
11779,98927,86185
11751,120704,114689
13904,51695,42047
11752,112103,104759
11741,105363,96625
11795,144676,143771
11730,130240,120422
11705,133844,118799
11720,100800,94251
12211,117882,102112
11777,141238,300000
11764,100015,88051
11786,115084,107172
11784,82762,78431
13802,71522,58090
11784,72114,64271
11772,92119,88377
11772,101902,91264
11967,89851,83346
11933,94753,82267
11964,120352,300000
11932,122630,106523
11954,85303,73646
12733,51899,42800
12701,59129,50285
13787,59292,43360
13732,80871,66370
14850,54896,33061
14881,72777,56161
12477,91271,82928
12449,64939,48359
12401,59224,52077
12561,66739,56638
12428,58644,46390
12801,59360,52826
12885,62984,53682
13760,70319,59200
12887,54044,43484
12816,53476,43958
14589,62979,48636
14516,80282,69335
10705,75895,65837
10703,73657,66836
10704,87664,74455
10703,120657,300000
10710,65592,64710
10550,44823,32796
13905,36834,28965
10550,65887,53541
10709,95673,74441
10805,74752,64710
10801,87170,61003
10543,109442,81383
10573,113763,88843
10604,88006,60153
10605,164324,172947
10502,167847,193667
10502,149251,154545
14727,0,0
10594,158331,167462
10590,140701,134017
10562,60381,44027
10566,71084,55985
10517,98626,85945
10540,123184,120060
14011,64652,59396
14837,63311,50312
12207,52477,43259
12226,41249,300000
14743,57673,43855
12210,42473,35355
12206,31280,18929
12208,83977,72834
12203,64362,300000
12209,42586,37867
12202,22675,13486
12047,67002,58799
12047,78728,75736
12189,52444,56625
12110,112476,300000
13143,60071,54233
12047,122977,117079
12204,68728,64190
12205,89149,300000
12205,72624,300000
12206,83442,300000
12054,72342,53199
12158,79396,64043
12186,104111,89789
12303,95357,300000
12084,130622,300000
13026,76199,64089
12084,77955,58274
14727,42499,300000
14727,64632,49337
14804,66769,53827
14895,47946,32944
14711,51894,50465
10473,0,0
10454,48705,38649
10473,43173,12093
10454,22914,12477
14701,37622,30087
10473,49662,31427
10473,55747,37031
10454,28497,17284
10454,48186,25538
10472,26459,16691
10472,36467,18706
10472,42851,33837
10472,52401,42682
10472,32663,17684
10451,27488,13246
14048,38618,29921
10472,43781,22766
10455,27989,16771
10472,45164,35436
10455,27935,25952
10473,58121,53077
10459,43186,35427
12054,107330,83494
10473,19304,10069
10474,40044,25682
10473,68610,300000
10474,0,0
14757,64938,55390
10459,34183,25872
10459,23024,17849
10465,112048,300000
10465,92283,83666
10465,41949,17415
10456,26220,18017
10465,84835,69686
10465,83824,77842
10460,27427,16048
10457,28191,22734
14701,59527,54582
10456,38123,18183
10456,39622,27223
10456,29505,22501
10461,83850,70862
10452,44386,32558
10452,56121,300000
10452,48073,39900
10461,40740,27747
10453,48205,22733
10462,58164,50577
14905,63865,48846
10462,68804,50097
10452,27010,11127
10453,30108,20769
10460,52263,44012
10460,34524,23385
10462,52227,37813
10462,37198,31452
10457,53380,37183
10457,37632,21822
10457,32585,22539
14845,54084,44758
10453,22761,16624
10468,42947,35601
10453,26721,18335
10453,31998,22485
10453,28840,18834
10462,79194,53572
10453,10748,7729
10453,29321,20106
10468,36800,25031
10461,66366,59936
13815,57505,44772
10468,36673,25256
10463,41258,38041
10461,97472,300000
10463,56356,42803
10463,58842,57188
10461,112491,300000
10463,117099,300000
10463,100274,93295
10463,113492,102611
10463,93265,300000
12919,62284,51385
10469,77676,61940
10471,97935,93413
10467,41604,27438
10467,57479,52923
10469,24566,11247
10469,54669,40108
10471,93618,84750
10471,82551,300000
10475,48440,300000
10460,13978,7298
12901,30288,21040
10460,41094,28664
10457,40352,19524
10467,58347,47636
10457,28376,13976
10457,31910,27469
10457,54857,46186
10457,34126,19939
10469,60146,53431
10458,37971,27610
10467,45041,39835
12029,85317,76733
10466,36492,22500
10458,27435,14715
10458,28358,23207
10458,45766,28694
10466,52723,34053
10458,43746,38514
10458,34451,27800
10468,44537,32522
10470,65888,42013
10466,36660,33679
12534,65821,53268
10466,30797,13147
10467,55713,41149
10458,43187,28272
10467,46427,32894
10467,41988,29717
10467,46590,300000
10466,73678,300000
10470,86124,98945
10466,78583,62412
10475,21283,17640
13158,62457,50509
10475,0,0
13905,47925,34405
13901,34977,23926
13904,57706,49875
13905,35275,19563
13905,18516,16807
12303,104642,89903
13903,71987,300000
13802,69267,63958
13803,59141,51358
13901,60107,61184
13803,59952,49714
13787,58456,55903
13865,62465,59393
13748,71306,300000
13905,60129,300000
13760,69860,63616
13760,85449,300000
13760,44445,28107
13760,39871,31831
13905,43418,36653
13790,52708,300000
13753,112500,300000
13850,69632,45533
13850,90454,300000
14779,39349,27408
14171,67016,53020
14719,46589,37729
14737,50276,43036
14706,51080,46974
16701,45992,37095
14760,55145,300000
14743,53022,43743
12538,100825,83141
13033,65360,52620
13140,81255,300000
13118,62657,52715
13026,80625,65999
13021,33105,27876
13021,42079,44877
13021,46847,41498
14701,30759,23280
14701,62215,51725
14701,48614,37160
12524,87731,77675
14701,67755,300000
14048,50956,46990
14063,71846,49498
14063,54140,49517
14757,59415,53860
14787,62887,46298
14767,57800,51194
14701,56365,49319
14733,99202,300000
14901,35459,22425
12540,115983,105622
14905,46504,33881
14904,34387,300000
14904,41335,34824
14814,76579,300000
14845,44637,38379
14845,79480,66787
14905,100110,82001
14904,52066,44123
13460,50785,49702
13815,41668,30981
12569,76791,67194
13411,66823,66701
13830,57543,300000
13778,72155,57383
12919,69084,55011
12958,53593,42147
12992,74274,63649
12901,68558,72556
12901,74071,63923
12981,82523,300000
12972,79062,300000
12590,89987,71121
12901,45768,34154
12037,114504,300000
12051,68292,61708
12521,86635,73983
12534,40519,35173
12526,71953,58859
12567,79003,69599
13077,87055,70534
13101,68488,67164
13045,50358,37137
12590,101451,91103
13045,101487,300000
13045,69536,51785
13750,61178,50593
13849,47386,46193
13856,24505,14313
13842,56633,53981
12455,39097,30082
12501,89140,300000
12570,132844,300000
12522,46380,39792
12508,77515,65998
12590,75739,300000
12533,86452,300000
12508,64289,56233
12524,71335,60052
12538,103716,94177
12540,111244,300000
12571,83979,66710
12564,66055,54448
12569,80217,72246
12603,68835,52505
12590,65388,54243
12603,112721,300000
12601,101483,300000
12571,101004,93690
12572,83986,300000
12590,100057,300000
12590,92507,86939
12422,67997,51025
12545,89591,74584
12508,96291,300000
12601,48809,29346
12601,81028,300000
14220,59820,50685
12603,90824,55518
12603,82918,300000
14220,41098,300000
14220,101259,300000
14220,64223,300000
14204,26724,17823
14212,27866,16456
14206,19808,6524
14211,16363,12673
14211,32779,17422
14206,38358,30725
14208,34820,22386
14211,26055,21541
14211,34956,21988
14214,34645,29724
14215,46912,300000
14215,47954,36485
14214,56471,52314
14216,88980,74421
14216,57190,46128
14209,87192,300000
14211,23979,15657
14207,24168,16081
14207,31180,24276
14213,34713,26293
14213,51199,32042
14213,27784,18401
14201,57330,34268
14213,20812,16314
14202,37906,22618
14072,89553,75121
14150,55428,58012
14215,20293,12950
14150,70696,300000
14150,91214,300000
14223,57037,50234
14223,62690,60220
14223,96926,300000
14150,30977,22868
14217,91650,300000
14217,65878,49855
14221,79741,300000
14221,115435,112472
14208,40716,27733
14228,89223,70840
14221,114258,115856
14226,58134,52930
14226,78447,59111
14226,105728,300000
14221,82440,66027
14043,55138,300000
14225,61193,51588
14225,66160,68112
14215,41345,32941
14207,0,0
14225,57744,53932
14224,56268,52280
14206,36362,29094
14224,72595,66169
14224,51796,49325
14218,70152,300000
14218,35103,24738
14219,64622,59795
14075,53320,50576
14085,86803,88329
14213,37913,26883
14075,94674,89956
14127,100901,89747
14127,68358,56952
14052,77128,61820
14086,134029,300000
14086,92000,90558
14086,63834,48694
14221,118619,300000
14031,83414,64219
14004,66095,58163
14150,58682,51530
14052,84167,71650
14075,81855,73171
14047,72810,300000
14006,76462,68790
14141,65235,50571
14220,38268,28276
14206,42461,31327
14215,46684,27396
14224,73698,62260
14070,74949,65316
14223,81438,66070
12946,71151,59777
12932,67668,54045
12974,96328,68697
12870,47166,30134
12937,46446,40129
12953,44806,37020
12980,108132,88223
12983,86262,300000
12025,65562,57218
13452,58706,46422
14051,95585,80834
12078,47579,43165
12078,67288,57987
12095,80067,60440
12025,64742,55954
14058,46049,31354
14020,54259,41169
14806,55285,47207
14020,32134,27956
14482,63709,56545
14525,60369,60754
12045,99090,300000
14228,5000,4790
12485,65669,20312
12413,70839,300000
12015,60693,48938
12414,67640,52252
13439,64309,53713
13340,70075,62182
13407,42490,36297
13475,69317,59873
13357,73469,65609
13416,68238,59899
14226,93675,76141
13420,96425,300000
13622,59350,44764
13656,83940,300000
13637,0,0
13612,117568,300000
13612,66154,59901
13601,55087,49355
13634,70621,60808
13601,66532,53100
13601,83765,72800
14225,55280,43856
11201,86787,61584
11201,95907,79978
11201,136668,119983
11220,47261,27619
11217,84742,74630
11217,61384,48591
11217,116604,300000
11201,125893,118200
11209,0,0
11209,83499,79355
14225,51428,44954
11209,64097,43576
11231,72424,64504
11209,81649,64888
11209,82282,59208
11209,49204,25925
